id,title,author_id,summary,pages,cover_image,rating
16864,Cecile: Gates of Gold (Girls of Many Lands),9061,2002,571,http://images.amazon.com/images/P/1584855185.01.LZZZZZZZ.jpg,
16865,Writing for Story,1705,1987,639,http://images.amazon.com/images/P/0451625552.01.LZZZZZZZ.jpg,
16866,Child's Prey,9062,2001,538,http://images.amazon.com/images/P/0786011661.01.LZZZZZZZ.jpg,
16867,Lullaby and Good Night,9063,1988,785,http://images.amazon.com/images/P/0451157087.01.LZZZZZZZ.jpg,
16868,Lindbergh: The Crime,9064,1995,656,http://images.amazon.com/images/P/0451405897.01.LZZZZZZZ.jpg,
16869,Poems of Akhmatova : Izbrannye Stikhi,9065,1997,606,http://images.amazon.com/images/P/0395860032.01.LZZZZZZZ.jpg,
16870,JUST ELLA,3710,1999,395,http://images.amazon.com/images/P/0689821867.01.LZZZZZZZ.jpg,
16871,Programming with Microsoft Visual Basic .NET,9066,2002,744,http://images.amazon.com/images/P/0619016620.01.LZZZZZZZ.jpg,
16872,No-Sew Applique: Holiday Magic,9067,1993,332,http://images.amazon.com/images/P/0914881655.01.LZZZZZZZ.jpg,
16873,Day by Day: The Notre Dame Prayerbook for Students,9068,1975,478,http://images.amazon.com/images/P/0877931003.01.LZZZZZZZ.jpg,
16874,The Complete Stories,1343,1971,726,http://images.amazon.com/images/P/0374515360.01.LZZZZZZZ.jpg,
16875,Meteor Monsters (Masters of the Universe Super Adventure Books),9069,1985,672,http://images.amazon.com/images/P/0307617963.01.LZZZZZZZ.jpg,
16876,A History of the Wife,9070,2001,605,http://images.amazon.com/images/P/0060193387.01.LZZZZZZZ.jpg,
16877,History of the SS,9071,1978,388,http://images.amazon.com/images/P/067950754X.01.LZZZZZZZ.jpg,
16878,Backlash: The Undeclared War Against American Women,9072,1991,527,http://images.amazon.com/images/P/0517576988.01.LZZZZZZZ.jpg,
16879,The Mistress (Bloomsbury Paperbacks),9073,2000,550,http://images.amazon.com/images/P/0747545847.01.LZZZZZZZ.jpg,
16880,11 Edward Street,4726,1992,272,http://images.amazon.com/images/P/0385261764.01.LZZZZZZZ.jpg,
16881,Langenscheidt's Pocket German Dictionary German-English English-German,7133,1983,539,http://images.amazon.com/images/P/0887291058.01.LZZZZZZZ.jpg,
16882,Twenty Years at Hull House: With Autobiographical Notes (The Bedford Series in History and Culture),9074,1999,743,http://images.amazon.com/images/P/0312157061.01.LZZZZZZZ.jpg,
16883,"The Laws of Spirit: Simple, Powerful Truths for Making Life Work",1068,1995,252,http://images.amazon.com/images/P/0915811642.01.LZZZZZZZ.jpg,
16884,The Norton Anthology of English Literature (Norton Anthology of English Literature (Hardcover)),9075,1993,511,http://images.amazon.com/images/P/0393962873.01.LZZZZZZZ.jpg,
16885,History of Women In America,9076,0,688,http://images.amazon.com/images/P/0553207628.01.LZZZZZZZ.jpg,
16886,Illustrated Poets: Robert Burns (Illustrated Poets),9077,1996,260,http://images.amazon.com/images/P/0752500260.01.LZZZZZZZ.jpg,
16887,"The Resurrection of the Shroud: New Scientific, Medical, and Archeological Evidence",9078,2000,615,http://images.amazon.com/images/P/0871318903.01.LZZZZZZZ.jpg,
16888,Granta 59: France the Outsider (Granta (Viking)),9079,1997,592,http://images.amazon.com/images/P/0140141510.01.LZZZZZZZ.jpg,
16889,Betrayal of innocence: Incest and its devastation,3673,1979,553,http://images.amazon.com/images/P/014005264X.01.LZZZZZZZ.jpg,
16890,"Jews, God, and History",9080,1994,769,http://images.amazon.com/images/P/0451628667.01.LZZZZZZZ.jpg,
16891,Turning Life into Fiction,9081,1994,339,http://images.amazon.com/images/P/1884910009.01.LZZZZZZZ.jpg,
16892,From Cradle to Grave: The Short Lives and Strange Deaths of Marybeth Tinning's Nine Children,9082,1989,554,http://images.amazon.com/images/P/0688075665.01.LZZZZZZZ.jpg,
16893,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers : A Novel",3177,1998,748,http://images.amazon.com/images/P/0312194390.01.LZZZZZZZ.jpg,
16894,The Times atlas of world history,9083,1984,383,http://images.amazon.com/images/P/0843711299.01.LZZZZZZZ.jpg,
16895,David Copperfield (Signet Classics (Paperback)),233,1987,460,http://images.amazon.com/images/P/0451522923.01.LZZZZZZZ.jpg,
16896,Better Homes and Gardens Easy Bazaar Crafts,3129,1984,369,http://images.amazon.com/images/P/0696013908.01.LZZZZZZZ.jpg,
16897,American Sampler: The Changing Seasons (An American sampler),9084,1992,311,http://images.amazon.com/images/P/0696023644.01.LZZZZZZZ.jpg,
16898,The Portable Needlepoint Boutique,9085,1977,454,http://images.amazon.com/images/P/0800864166.01.LZZZZZZZ.jpg,
16899,Beginners Welsh (Beginner's (Foreign Language)),9086,1998,584,http://images.amazon.com/images/P/0781805899.01.LZZZZZZZ.jpg,
16900,The individual in a social world: Essays and experiments (Addison-Wesley series in social psychology),9087,1977,360,http://images.amazon.com/images/P/0201043823.01.LZZZZZZZ.jpg,
16901,Causal Attribution: From Cognitive Processes to Collective Beliefs,9088,1990,674,http://images.amazon.com/images/P/0631158189.01.LZZZZZZZ.jpg,
16902,"Readings in Social Psychology: General, Classic, and Contemporary Selections",9089,1993,435,http://images.amazon.com/images/P/0205152074.01.LZZZZZZZ.jpg,
16903,"Readings in social psychology: General, classic, and contemporary selections",9089,1991,308,http://images.amazon.com/images/P/0205126987.01.LZZZZZZZ.jpg,
16904,Framed in Lace (Needlecraft Mysteries),2394,1999,373,http://images.amazon.com/images/P/0425171493.01.LZZZZZZZ.jpg,
16905,The Anxiety & Phobia Workbook,9090,2000,646,http://images.amazon.com/images/P/157224223X.01.LZZZZZZZ.jpg,
16906,Shizuko's Daughter,9091,1995,311,http://images.amazon.com/images/P/0449704335.01.LZZZZZZZ.jpg,
16907,Lonely Planet Europe on a Shoestring (Europe on a Shoestring),9092,1999,745,http://images.amazon.com/images/P/0864426488.01.LZZZZZZZ.jpg,
16908,Writing Articles About the World Around You,9093,1998,745,http://images.amazon.com/images/P/0898798140.01.LZZZZZZZ.jpg,
16909,Tales from Bohemia,9094,1987,301,http://images.amazon.com/images/P/0361074662.01.LZZZZZZZ.jpg,
16910,The Koran (Penguin Classics),8050,2000,279,http://images.amazon.com/images/P/0140445587.01.LZZZZZZZ.jpg,
16911,Giants in the Earth: A Saga of the Prairie,9095,1991,570,http://images.amazon.com/images/P/0060830476.01.LZZZZZZZ.jpg,
16912,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",9096,2000,781,http://images.amazon.com/images/P/0375708111.01.LZZZZZZZ.jpg,
16913,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps and the Tenth Dimension",3476,1995,632,http://images.amazon.com/images/P/0385477058.01.LZZZZZZZ.jpg,
16914,Atomic Harvest: Hanford and the Lethal Toll of America's Nuclear Arsenal,9097,1993,511,http://images.amazon.com/images/P/0517589818.01.LZZZZZZZ.jpg,
16915,Introductory and Intermediate Algebra: A Combined Approach,9098,1999,264,http://images.amazon.com/images/P/0201340208.01.LZZZZZZZ.jpg,
16916,"The American Woman: Her Changing Social, Economic and Political Roles, 1920-1970 (A Galaxy book, GB 406)",9099,1974,373,http://images.amazon.com/images/P/0195017854.01.LZZZZZZZ.jpg,
16917,"Handbook for Todays' Catholic: Beliefs, Practices, Prayers : A Redemptorist Pastoral Publication (A Redemptorist pastoral publication)",9100,1991,332,http://images.amazon.com/images/P/0892434090.01.LZZZZZZZ.jpg,
16918,"Hanging by a Thread (Ferris, Monica. Needlecraft Mysteries.)",2394,2003,533,http://images.amazon.com/images/P/0425187144.01.LZZZZZZZ.jpg,
16919,Our Fathers: A Novel  by the Author of The Missing,9101,1999,502,http://images.amazon.com/images/P/0151004943.01.LZZZZZZZ.jpg,
16920,The London Monster: A Sanguinary Tale,2980,2002,703,http://images.amazon.com/images/P/0306811588.01.LZZZZZZZ.jpg,
16921,Think of England: A Novel,5509,2003,506,http://images.amazon.com/images/P/0743234979.01.LZZZZZZZ.jpg,
16922,August 1914,9102,1972,632,http://images.amazon.com/images/P/0374106843.01.LZZZZZZZ.jpg,
16923,S.,1450,1988,405,http://images.amazon.com/images/P/0394568354.01.LZZZZZZZ.jpg,
16924,Veiled Sentiments: Honor and Poetry in a Bedouin Society,9103,1988,614,http://images.amazon.com/images/P/0520063279.01.LZZZZZZZ.jpg,
16925,Memoirs,9104,1983,688,http://images.amazon.com/images/P/0394529383.01.LZZZZZZZ.jpg,
16926,The Prince (Penguin Classics),73,1961,290,http://images.amazon.com/images/P/0140441077.01.LZZZZZZZ.jpg,
16927,The Spiritual Exercises of Saint Ignatius: A New Translation from the Authorized Latin Text (Triumph Classic),9105,1997,545,http://images.amazon.com/images/P/0764801422.01.LZZZZZZZ.jpg,
16928,Constantine the Great: The Man and His Times,9106,1994,467,http://images.amazon.com/images/P/0684195208.01.LZZZZZZZ.jpg,
16929,Lenin in Zurich,9102,1977,541,http://images.amazon.com/images/P/0553100793.01.LZZZZZZZ.jpg,
16930,Boat People: An 'Age' Investigation with Bruce Grant,9107,1980,438,http://images.amazon.com/images/P/0140055312.01.LZZZZZZZ.jpg,
16931,Ox Bow Incident,9108,1943,311,http://images.amazon.com/images/P/0451522397.01.LZZZZZZZ.jpg,
16932,"Lent and Eastertide (In Conversation with God, Vol. 2)",9109,1989,303,http://images.amazon.com/images/P/0906138213.01.LZZZZZZZ.jpg,
16933,Damals War Es Fredrich,9110,1998,292,http://images.amazon.com/images/P/3423078006.01.LZZZZZZZ.jpg,
16934,Sewing: The Complete Guide,9111,1983,736,http://images.amazon.com/images/P/0895862530.01.LZZZZZZZ.jpg,
16935,Scrap Fabric Crafts,9112,1982,404,http://images.amazon.com/images/P/0895861682.01.LZZZZZZZ.jpg,
16936,Start and Run a Profitable Craft Business: A Step-By-Step Business Plan (Self-Counsel Business Series),9113,1996,705,http://images.amazon.com/images/P/1551800713.01.LZZZZZZZ.jpg,
16937,Duchess of Malfi (Crofts Classics),9114,1953,747,http://images.amazon.com/images/P/0882951017.01.LZZZZZZZ.jpg,
16938,Kristin Lavransdatter: The Mistress of Husaby (Kristin Lavransdatter (Vintage)),9115,1987,625,http://images.amazon.com/images/P/0394752937.01.LZZZZZZZ.jpg,
16939,Lives of The Popes : The Pontiffs from St. Peter to John Paul II,9116,1997,743,http://images.amazon.com/images/P/0060653035.01.LZZZZZZZ.jpg,
16940,Eleanor of Aquitaine: A biography,8077,1977,653,http://images.amazon.com/images/P/0801522315.01.LZZZZZZZ.jpg,
16941,A History of Wales,9117,1994,728,http://images.amazon.com/images/P/0713990988.01.LZZZZZZZ.jpg,
16942,The World of the Shining Prince: Court Life in Ancient Japan (Kodansha Globe),9118,1994,271,http://images.amazon.com/images/P/1568360290.01.LZZZZZZZ.jpg,
16943,The Unabridged Journals of Sylvia Plath,537,2000,771,http://images.amazon.com/images/P/0385720254.01.LZZZZZZZ.jpg,
16944,"The Aristocracy in England, 1660-1914",9119,1986,344,http://images.amazon.com/images/P/0631133917.01.LZZZZZZZ.jpg,
16945,The White-Boned Demon: A Biography of Madame Mao Zedong,9120,1984,366,http://images.amazon.com/images/P/0688024610.01.LZZZZZZZ.jpg,
16946,My House Has Two Doors,9121,1980,783,http://images.amazon.com/images/P/0399123237.01.LZZZZZZZ.jpg,
16947,The Germans,9122,1983,650,http://images.amazon.com/images/P/0452006228.01.LZZZZZZZ.jpg,
16948,The United States in the Twentieth Century: America 1900-1945,9123,1995,427,http://images.amazon.com/images/P/031210104X.01.LZZZZZZZ.jpg,
16949,Mary Tudor: A Life,9124,1992,717,http://images.amazon.com/images/P/063118449X.01.LZZZZZZZ.jpg,
16950,Beyond the Veil: Male-Female Dynamics in a Modern Muslim Society,9125,1987,537,http://images.amazon.com/images/P/0253204232.01.LZZZZZZZ.jpg,
16951,The Sadness of Christ,6383,1997,545,http://images.amazon.com/images/P/0933932669.01.LZZZZZZZ.jpg,
16952,The Human Perspective: Readings in World Civilization (Human Perspective),9126,1997,404,http://images.amazon.com/images/P/0155013459.01.LZZZZZZZ.jpg,
16953,The Awakened One,9127,1982,454,http://images.amazon.com/images/P/006064205X.01.LZZZZZZZ.jpg,
16954,"Living Buddha, Living Christ",3172,1997,623,http://images.amazon.com/images/P/1573225681.01.LZZZZZZZ.jpg,
16955,All Through The Night : A Suspense Story,46,1998,371,http://images.amazon.com/images/P/0684856603.01.LZZZZZZZ.jpg,
16956,The Stuarts: A study in English kingship (British monarchy series),9128,1970,568,http://images.amazon.com/images/P/0006329527.01.LZZZZZZZ.jpg,
16957,Henry VIII,9129,1968,451,http://images.amazon.com/images/P/0520011309.01.LZZZZZZZ.jpg,
16958,Kristin Lavransdatter: The Bridal Wreath (Kristin Lavransdatter (Vintage)),9115,1987,758,http://images.amazon.com/images/P/0394752996.01.LZZZZZZZ.jpg,
16959,Second Daughter: Growing Up in China 1930-1949,9130,1985,584,http://images.amazon.com/images/P/0030056284.01.LZZZZZZZ.jpg,
16960,Mrs Keppel and Her Daughter,9131,1997,746,http://images.amazon.com/images/P/0312155948.01.LZZZZZZZ.jpg,
16961,"The Final Days: The Last, Desperate Abuses of Power by the Clinton White House",9132,2001,682,http://images.amazon.com/images/P/0895261677.01.LZZZZZZZ.jpg,
16962,In the Beginning,580,1989,286,http://images.amazon.com/images/P/0449209113.01.LZZZZZZZ.jpg,
16963,Maestro: Greenspan's Fed And The American Boom,2325,2000,436,http://images.amazon.com/images/P/0743204123.01.LZZZZZZZ.jpg,
16964,"Perfect Murder, Perfect Town : The Uncensored Story of the JonBenet Murder and the Grand Jury's Search for the Final Truth",5597,1999,733,http://images.amazon.com/images/P/0061096962.01.LZZZZZZZ.jpg,
16965,Woman on Death Row,9133,1985,444,http://images.amazon.com/images/P/0840795319.01.LZZZZZZZ.jpg,
16966,Ethics for the New Millennium: His Holiness the Dalai Lama,2255,2001,443,http://images.amazon.com/images/P/1573228834.01.LZZZZZZZ.jpg,
16967,House of Mirth,341,1984,768,http://images.amazon.com/images/P/0553212486.01.LZZZZZZZ.jpg,
16968,Left for Dead: My Journey Home from Everest,9134,2001,773,http://images.amazon.com/images/P/0440237084.01.LZZZZZZZ.jpg,
16969,Ethan Frome (Dover Thrift Editions),341,1991,547,http://images.amazon.com/images/P/0486266907.01.LZZZZZZZ.jpg,
16970,Silence,9135,1980,416,http://images.amazon.com/images/P/0800871863.01.LZZZZZZZ.jpg,
16971,Murder by Numbers: British Serial Sex Killers Since 1950,9136,2000,787,http://images.amazon.com/images/P/023399226X.01.LZZZZZZZ.jpg,
16972,Native Son: And How Bigger Was Born,9137,1993,668,http://images.amazon.com/images/P/0060812494.01.LZZZZZZZ.jpg,
16973,Eichmann in Jerusalem,9138,1977,374,http://images.amazon.com/images/P/0140044507.01.LZZZZZZZ.jpg,
16974,Our Sisters' London: Feminist Walking Tours,9139,1990,647,http://images.amazon.com/images/P/1556520794.01.LZZZZZZZ.jpg,
16975,America at 1750: A Social Portrait,9140,1973,697,http://images.amazon.com/images/P/0394717953.01.LZZZZZZZ.jpg,
16976,Ghost Stories of the Sea,9141,2003,586,http://images.amazon.com/images/P/1894877233.01.LZZZZZZZ.jpg,
16977,Jasmine Nights,9142,1995,285,http://images.amazon.com/images/P/0312118341.01.LZZZZZZZ.jpg,
16978,Berlin: The Downfall 1945,9143,2002,781,http://images.amazon.com/images/P/0670886955.01.LZZZZZZZ.jpg,
16979,Bodily Harm,338,1999,437,http://images.amazon.com/images/P/0385491077.01.LZZZZZZZ.jpg,
16980,Pentimento,9144,1973,733,http://images.amazon.com/images/P/0316355208.01.LZZZZZZZ.jpg,
16981,Crewel World (Needlecraft Mysteries),2394,1999,706,http://images.amazon.com/images/P/0425167801.01.LZZZZZZZ.jpg,
16982,"The Politics of Disillusionment: The Chinese Communist Party Under Deng Xiapong, 1978-1989 (Studies on Contemporary China)",9145,1990,794,http://images.amazon.com/images/P/0873326903.01.LZZZZZZZ.jpg,
16983,Confederates in the Attic : Dispatches from the Unfinished Civil War (Vintage Departures),9146,1999,506,http://images.amazon.com/images/P/067975833X.01.LZZZZZZZ.jpg,
16984,The Hearse You Came in On (Hitchcock Sewell Mysteries (Paperback)),9147,2001,475,http://images.amazon.com/images/P/0786889624.01.LZZZZZZZ.jpg,
16985,Tourist Season,458,1987,433,http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg,
16986,How Sharp Is Your Pencil?,9148,1999,685,http://images.amazon.com/images/P/0916410641.01.LZZZZZZZ.jpg,
16987,The Eighth Commandment,1686,1986,760,http://images.amazon.com/images/P/0399131256.01.LZZZZZZZ.jpg,
16988,RIVER LADY,918,1985,356,http://images.amazon.com/images/P/0671454056.01.LZZZZZZZ.jpg,
16989,Little Drummer Girl,8198,1984,254,http://images.amazon.com/images/P/0553239813.01.LZZZZZZZ.jpg,
16990,The Jesus Incident,1587,1980,421,http://images.amazon.com/images/P/0425045048.01.LZZZZZZZ.jpg,
16991,Wizard of Earthsea,1483,1984,354,http://images.amazon.com/images/P/0553234617.01.LZZZZZZZ.jpg,
16992,"The Science Fiction Hall of Fame, Volume IIB",1456,1983,758,http://images.amazon.com/images/P/0380000547.01.LZZZZZZZ.jpg,
16993,Weight Watchers Quick Start Program Cookbook: Including the Full Exchange Plan,9149,1984,335,http://images.amazon.com/images/P/0453010105.01.LZZZZZZZ.jpg,
16994,IF I PAY THEE NOT IN GOLD,9150,1993,443,http://images.amazon.com/images/P/0671721755.01.LZZZZZZZ.jpg,
16995,Power That Preserves Covenant 3,9151,1979,538,http://images.amazon.com/images/P/0345257189.01.LZZZZZZZ.jpg,
16996,Illearth War Covenant 2,719,1978,529,http://images.amazon.com/images/P/0345257170.01.LZZZZZZZ.jpg,
16997,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",903,1977,420,http://images.amazon.com/images/P/0345257162.01.LZZZZZZZ.jpg,
16998,It Takes A Village,9152,1996,357,http://images.amazon.com/images/P/0684825457.01.LZZZZZZZ.jpg,
16999,"Queen of Sorcery (The Belgariad, Book 2)",1301,1989,578,http://images.amazon.com/images/P/0345335651.01.LZZZZZZZ.jpg,
17000,"Contamination (Star Trek: The Next Generation, No. 16)",2493,1991,655,http://images.amazon.com/images/P/067170561X.01.LZZZZZZZ.jpg,
17001,Black Sunday,336,0,310,http://images.amazon.com/images/P/0553109405.01.LZZZZZZZ.jpg,
17002,"Strike Zone (Star Trek: The Next Generation, Book 5)",5734,1990,762,http://images.amazon.com/images/P/0671735160.01.LZZZZZZZ.jpg,
17003,The Surveillance,2234,1988,604,http://images.amazon.com/images/P/0345355237.01.LZZZZZZZ.jpg,
17004,Federation (Star Trek),4187,1994,718,http://images.amazon.com/images/P/0671894226.01.LZZZZZZZ.jpg,
17005,Sherlock Holmes and the Red Demon (Sherlock Holmes Mysteries (Penguin)),1471,2001,618,http://images.amazon.com/images/P/0140296441.01.LZZZZZZZ.jpg,
17006,Wo ein Vogel am sch\C3?Â¶nsten singt.,9153,1998,631,http://images.amazon.com/images/P/3518393421.01.LZZZZZZZ.jpg,
17007,Die Luftg\C3?Â¤ngerin.,7165,1999,441,http://images.amazon.com/images/P/344272578X.01.LZZZZZZZ.jpg,
17008,Top Job.,9154,2000,571,http://images.amazon.com/images/P/3257231652.01.LZZZZZZZ.jpg,
17009,Die Felder der Ehre.,9155,2000,717,http://images.amazon.com/images/P/3492220169.01.LZZZZZZZ.jpg,
17010,Weites wildes Land. Der dramatische Roman des f\C3?Â¼nften Kontinents.,2536,1995,353,http://images.amazon.com/images/P/3404123425.01.LZZZZZZZ.jpg,
17011,Das f\C3?Â¼nfte Evangelium.,3610,1995,529,http://images.amazon.com/images/P/3404122763.01.LZZZZZZZ.jpg,
17012,Der Schneefalke.,9156,2001,457,http://images.amazon.com/images/P/3548252192.01.LZZZZZZZ.jpg,
17013,In guten wie in schlechten Tagen.,729,2003,514,http://images.amazon.com/images/P/3499233002.01.LZZZZZZZ.jpg,
17014,Narrenweisheit oder Tod und Verkl\C3?Â¤rung des Jean- Jacques Rousseau.,9157,1998,326,http://images.amazon.com/images/P/3746650291.01.LZZZZZZZ.jpg,
17015,Die Versuchung des heiligen Antonius.,1949,1996,399,http://images.amazon.com/images/P/3458335684.01.LZZZZZZZ.jpg,
17016,Abgr\C3?Â¼ndig.,2115,1993,333,http://images.amazon.com/images/P/3442420970.01.LZZZZZZZ.jpg,
17017,\C3?\C2?bermorgen.,2544,1997,494,http://images.amazon.com/images/P/3442424747.01.LZZZZZZZ.jpg,
17018,Der Sohn des Himmels.,9158,2002,560,http://images.amazon.com/images/P/3404147596.01.LZZZZZZZ.jpg,
17019,Ediths Tagebuch.,718,1980,458,http://images.amazon.com/images/P/325720485X.01.LZZZZZZZ.jpg,
17020,"Diana-Taschenb\C3?Â¼cher, Nr.16, Das franz\C3?Â¶sische Testament",9159,1999,770,http://images.amazon.com/images/P/3453150244.01.LZZZZZZZ.jpg,
17021,Die St\C3?Â¼rme des Lebens. Roman.,8399,1999,433,http://images.amazon.com/images/P/3423202823.01.LZZZZZZZ.jpg,
17022,Holzschnitte von Frauen. Erz\C3?Â¤hlungen.,9160,2002,554,http://images.amazon.com/images/P/3627000927.01.LZZZZZZZ.jpg,
17023,Das Geheimnis der Maske.,9161,1999,299,http://images.amazon.com/images/P/3596141990.01.LZZZZZZZ.jpg,
17024,Browns Grabgesang. Kriminalroman.,6134,2000,420,http://images.amazon.com/images/P/354824789X.01.LZZZZZZZ.jpg,
17025,Die Prozedur.,7162,2000,343,http://images.amazon.com/images/P/349922710X.01.LZZZZZZZ.jpg,
17026,Ein Job.,9162,2002,550,http://images.amazon.com/images/P/3423130199.01.LZZZZZZZ.jpg,
17027,Sehr blaue Augen.,20,2000,707,http://images.amazon.com/images/P/3499228548.01.LZZZZZZZ.jpg,
17028,Die Abbildung.,9163,2002,457,http://images.amazon.com/images/P/3442728363.01.LZZZZZZZ.jpg,
17029,Der unschickliche Antrag.,3900,2001,363,http://images.amazon.com/images/P/3596150531.01.LZZZZZZZ.jpg,
17030,The Blue Lotus (The Adventures of Tintin),5901,1984,363,http://images.amazon.com/images/P/0316358568.01.LZZZZZZZ.jpg,
17031,Valley Of The Far Side,969,1985,554,http://images.amazon.com/images/P/0836220676.01.LZZZZZZZ.jpg,
17032,Hexwood,2486,1994,326,http://images.amazon.com/images/P/0688124887.01.LZZZZZZZ.jpg,
17033,Ombria in Shadow,9164,2002,533,http://images.amazon.com/images/P/044100895X.01.LZZZZZZZ.jpg,
17034,Winter Rose,8901,1997,649,http://images.amazon.com/images/P/0441004385.01.LZZZZZZZ.jpg,
17035,Gods of Riverworld 5 (Riverworld Saga),9165,1985,751,http://images.amazon.com/images/P/042507448X.01.LZZZZZZZ.jpg,
17036,Hamlet (Wordsworth Classics),326,1997,787,http://images.amazon.com/images/P/1853260096.01.LZZZZZZZ.jpg,
17037,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",240,1995,354,http://images.amazon.com/images/P/0425132153.01.LZZZZZZZ.jpg,
17038,"Ascension (Water Trilogy, Book 1)",3433,2002,553,http://images.amazon.com/images/P/0064408086.01.LZZZZZZZ.jpg,
17039,Garfield Sits Around the House (Garfield (Numbered Paperback)),3674,1984,576,http://images.amazon.com/images/P/0345320115.01.LZZZZZZZ.jpg,
17040,The Day of the Triffids,3116,1986,737,http://images.amazon.com/images/P/0345328175.01.LZZZZZZZ.jpg,
17041,Grimmy: Friends Don't Let Friends Own Cats!,9166,1996,283,http://images.amazon.com/images/P/0312860684.01.LZZZZZZZ.jpg,
17042,"The Chalice (The Sword, the Ring, and the Chalice, Book 3)",9167,2001,352,http://images.amazon.com/images/P/0441007961.01.LZZZZZZZ.jpg,
17043,"The Ring (The Sword, the Ring, and the Chalice, Book 2)",9167,2000,406,http://images.amazon.com/images/P/0441007570.01.LZZZZZZZ.jpg,
17044,"The Sword (The Sword, the Ring, and the Chalice, Book 1)",9167,2000,779,http://images.amazon.com/images/P/0441007023.01.LZZZZZZZ.jpg,
17045,The Queen's Gambit,9167,2002,750,http://images.amazon.com/images/P/0441009972.01.LZZZZZZZ.jpg,
17046,The Time of the Dark (The Darwath Trilogy Series),4011,1988,582,http://images.amazon.com/images/P/0345319656.01.LZZZZZZZ.jpg,
17047,Garfield Tips the Scales (Garfield (Numbered Paperback)),5728,1989,262,http://images.amazon.com/images/P/0345335805.01.LZZZZZZZ.jpg,
17048,The Armies of Daylight (Darwath Trilogy),4011,1995,558,http://images.amazon.com/images/P/0345296710.01.LZZZZZZZ.jpg,
17049,The Walls of Air (Darwath Trilogy),4011,1988,491,http://images.amazon.com/images/P/0345296702.01.LZZZZZZZ.jpg,
17050,"Ceres: Celestial Legend, Vol. 1",9168,2002,526,http://images.amazon.com/images/P/1569316961.01.LZZZZZZZ.jpg,
17051,Juniper,8439,2004,714,http://images.amazon.com/images/P/0394832205.01.LZZZZZZZ.jpg,
17052,How to Murder a Millionaire,5355,2002,718,http://images.amazon.com/images/P/0451207246.01.LZZZZZZZ.jpg,
17053,My Own Worst Enemy,9169,1999,560,http://images.amazon.com/images/P/0823414566.01.LZZZZZZZ.jpg,
17054,Friends to Die for,9170,1997,752,http://images.amazon.com/images/P/0803720947.01.LZZZZZZZ.jpg,
17055,The Company of Dogs: Twenty-One Stories by Contemporary Masters,8511,1996,748,http://images.amazon.com/images/P/0883659662.01.LZZZZZZZ.jpg,
17056,Story of My Life,4193,1980,444,http://images.amazon.com/images/P/0893753688.01.LZZZZZZZ.jpg,
17057,The Pastons and their England : Studies in an Age of Transition (Canto original series),9171,1990,552,http://images.amazon.com/images/P/0521398266.01.LZZZZZZZ.jpg,
17058,Girl Anatomy : A Novel,9172,2003,661,http://images.amazon.com/images/P/0060936800.01.LZZZZZZZ.jpg,
17059,The Boy Next Door,8476,2002,582,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg,
17060,The Matzo Ball Heiress (Red Dress Ink),7139,2004,638,http://images.amazon.com/images/P/0373250533.01.LZZZZZZZ.jpg,
17061,66 Laps: A Novel,9173,2000,653,http://images.amazon.com/images/P/0375503846.01.LZZZZZZZ.jpg,
17062,The Solomon Sisters Wise Up (Red Dress Ink),5284,2003,390,http://images.amazon.com/images/P/037325041X.01.LZZZZZZZ.jpg,
17063,Cosmos Coyote and William the Nice,9174,2000,476,http://images.amazon.com/images/P/0805064346.01.LZZZZZZZ.jpg,
17064,Starbucks Passion for Coffee,9175,1994,578,http://images.amazon.com/images/P/0376026138.01.LZZZZZZZ.jpg,
17065,"The Essential Vegetarian Cookbook: Your Guide to the Best Foods on Earth : What to Eat, Where to Get It, How to Prepare It",9176,1997,740,http://images.amazon.com/images/P/051788268X.01.LZZZZZZZ.jpg,
17066,Victory Garden Cookbook,9177,1982,470,http://images.amazon.com/images/P/039470780X.01.LZZZZZZZ.jpg,
17067,Guests of War Trilogy,9178,2003,337,http://images.amazon.com/images/P/0140388419.01.LZZZZZZZ.jpg,
17068,The Smoky Mountain Cage Bird Society: And Other Magical Tales from Everyday Life,9179,1997,735,http://images.amazon.com/images/P/1568361815.01.LZZZZZZZ.jpg,
17069,Mrs. Kimble : A Novel,9180,2003,578,http://images.amazon.com/images/P/0060509392.01.LZZZZZZZ.jpg,
17070,It's My F---ing Birthday,5380,2002,413,http://images.amazon.com/images/P/0375507124.01.LZZZZZZZ.jpg,
17071,The Voice on the Radio,4107,1996,607,http://images.amazon.com/images/P/0385322135.01.LZZZZZZZ.jpg,
17072,A Long Way from Verona,9181,1988,505,http://images.amazon.com/images/P/0027357813.01.LZZZZZZZ.jpg,
17073,Julie,1558,1994,370,http://images.amazon.com/images/P/0060235284.01.LZZZZZZZ.jpg,
17074,After the Rain,6467,1987,250,http://images.amazon.com/images/P/0688068677.01.LZZZZZZZ.jpg,
